"NumeroOperation";"DateOperation";"NumeroCompte";"LibelleOperation";"Montant"
489;"2017-01-03";"25";"Virement";"1153.15"
490;"2017-01-03";"44";"Encaissement chèque 369511";"-305.14"
491;"2017-01-03";"145";"Versement forfaitaire";"169.31"
492;"2017-01-03";"13";"Facture carte";"-124.38"
493;"2017-01-03";"41";"Prélévement automatique";"-27.92"
494;"2017-01-03";"158";"Encaissement chèque 032734";"120.87"
495;"2017-01-03";"177";"Intérets reversés au capital";"2776.6"
496;"2017-01-03";"58";"Virement";"491.22"
497;"2017-01-03";"131";"Facture carte";"-162.05"
498;"2017-01-03";"195";"Encaissement chèque 723411";"129.84"
499;"2017-01-03";"73";"Virement";"672.88"
500;"2017-01-03";"94";"Facture carte";"-99.44"
501;"2017-01-03";"172";"Virement";"581.7"
502;"2017-01-03";"57";"Virement";"396.83"
503;"2017-01-03";"36";"Encaissement chèque 211756";"-134.0"
504;"2017-01-03";"168";"Virement";"1296.38"
505;"2017-01-03";"2";"Encaissement chèque 661656";"-224.01"
506;"2017-01-03";"44";"Virement";"102.72"
507;"2017-01-03";"101";"Encaissement chèque 550535";"-307.91"
508;"2017-01-03";"193";"Facture carte";"-35.25"
509;"2017-01-03";"105";"Virement";"1252.74"
510;"2017-01-03";"8";"Prélévement automatique";"-135.35"
511;"2017-01-03";"88";"Facture carte";"-72.51"
512;"2017-01-03";"158";"Virement";"1275.47"
513;"2017-01-03";"34";"Virement";"-294.83"
514;"2017-01-03";"73";"Prélévement automatique";"-150.86"
515;"2017-01-03";"42";"Encaissement chèque 908473";"228.23"
516;"2017-01-03";"193";"Encaissement chèque 837770";"348.55"
517;"2017-01-03";"19";"Facture carte";"-95.48"
518;"2017-01-03";"172";"Facture carte";"-73.6"
519;"2017-01-03";"3";"Facture carte";"-115.82"
520;"2017-01-03";"8";"Facture carte";"-139.51"
521;"2017-01-03";"195";"Facture carte";"-85.38"
522;"2017-01-03";"19";"Facture carte";"-157.2"
523;"2017-01-03";"32";"Intérets reversés au capital";"3857.64"
524;"2017-01-03";"30";"Prélévement automatique";"-195.3"
525;"2017-01-03";"13";"Facture carte";"-45.02"
526;"2017-01-03";"19";"Virement";"1575.02"
527;"2017-01-03";"179";"Virement";"-95.05"
528;"2017-01-03";"8";"Virement";"209.91"
529;"2017-01-03";"132";"Facture carte";"-118.24"
530;"2017-01-03";"1";"Prélévement automatique";"-92.59"
531;"2017-01-03";"134";"Virement";"698.19"
532;"2017-01-03";"104";"Facture carte";"-176.6"
533;"2017-01-03";"164";"Prélévement automatique";"-166.82"
534;"2017-01-03";"45";"Virement";"92.77"
535;"2017-01-03";"122";"Encaissement chèque 400578";"-246.45"
536;"2017-01-03";"8";"Virement";"820.01"
537;"2017-01-03";"86";"Intérets reversés au capital";"2536.27"
538;"2017-01-03";"193";"Facture carte";"-76.99"
539;"2017-01-03";"111";"Facture carte";"-192.36"
540;"2017-01-03";"166";"Encaissement chèque 474979";"24.5"
541;"2017-01-03";"44";"Facture carte";"-30.22"
542;"2017-01-03";"56";"Encaissement chèque 886744";"-255.25"
543;"2017-01-03";"48";"Encaissement chèque 727807";"312.83"
544;"2017-01-03";"13";"Prélévement automatique";"-24.99"
545;"2017-01-03";"44";"Virement";"-296.16"
546;"2017-01-03";"43";"Virement";"412.11"
547;"2017-01-03";"166";"Facture carte";"-38.11"
548;"2017-01-03";"161";"Facture carte";"-154.53"
549;"2017-01-03";"122";"Facture carte";"-186.43"
550;"2017-01-03";"131";"Virement";"282.85"
551;"2017-01-03";"104";"Facture carte";"-184.84"
552;"2017-01-03";"19";"Facture carte";"-11.59"
553;"2017-01-03";"167";"Facture carte";"-18.89"
554;"2017-01-03";"91";"Virement";"563.81"
555;"2017-01-03";"48";"Virement";"663.78"
556;"2017-01-03";"136";"Virement";"-199.71"
557;"2017-01-03";"1";"Virement";"365.47"
558;"2017-01-03";"172";"Encaissement chèque 465673";"314.72"
559;"2017-01-03";"23";"Prélévement automatique";"-197.14"
560;"2017-01-03";"150";"Virement";"-27.93"
561;"2017-01-03";"58";"Facture carte";"-89.1"
562;"2017-01-03";"161";"Prélévement automatique";"-41.61"
563;"2017-01-03";"122";"Facture carte";"-123.52"
564;"2017-01-03";"164";"Prélévement automatique";"-46.52"
565;"2017-01-03";"44";"Prélévement automatique";"-47.66"
566;"2017-01-03";"44";"Facture carte";"-197.03"
567;"2017-01-03";"87";"Encaissement chèque 678621";"192.66"
568;"2017-01-03";"103";"Virement";"74.64"
569;"2017-01-03";"122";"Facture carte";"-113.42"
570;"2017-01-03";"23";"Virement";"-96.47"
571;"2017-01-03";"80";"Virement";"1379.44"
572;"2017-01-03";"73";"Prélévement automatique";"-59.84"
573;"2017-01-03";"42";"Facture carte";"-176.82"
574;"2017-01-03";"179";"Encaissement chèque 428129";"38.43"
575;"2017-01-03";"56";"Facture carte";"-94.2"
576;"2017-01-03";"57";"Prélévement automatique";"-79.17"
577;"2017-01-03";"3";"Virement";"-274.07"
578;"2017-01-03";"19";"Facture carte";"-67.19"
579;"2017-01-03";"122";"Encaissement chèque 109110";"62.25"
580;"2017-01-03";"44";"Encaissement chèque 851735";"-290.56"
581;"2017-01-03";"166";"Encaissement chèque 754950";"-206.56"
582;"2017-01-03";"131";"Facture carte";"-125.01"
583;"2017-01-03";"103";"Virement";"-116.48"
584;"2017-01-03";"158";"Prélévement automatique";"-83.9"
585;"2017-01-03";"186";"Encaissement chèque 666520";"-217.46"
586;"2017-01-03";"66";"Virement";"285.71"
587;"2017-01-03";"17";"Virement";"-23.64"
588;"2017-01-03";"112";"Encaissement chèque 897034";"-38.73"
589;"2017-01-03";"122";"Virement";"736.13"
590;"2017-01-03";"171";"Virement";"448.8"
591;"2017-01-03";"103";"Facture carte";"-131.35"
592;"2017-01-03";"134";"Virement";"1311.59"
593;"2017-01-03";"150";"Virement";"-233.76"
594;"2017-01-03";"125";"Virement";"-266.66"
595;"2017-01-03";"58";"Facture carte";"-160.3"
596;"2017-01-03";"41";"Facture carte";"-26.05"
597;"2017-01-03";"91";"Virement";"792.24"
598;"2017-01-03";"88";"Virement";"203.96"
599;"2017-01-03";"41";"Prélévement automatique";"-91.53"
600;"2017-01-03";"109";"Prélévement automatique";"-158.68"
601;"2017-01-03";"161";"Facture carte";"-82.24"
602;"2017-01-03";"48";"Prélévement automatique";"-104.22"
603;"2017-01-03";"183";"Facture carte";"-175.55"
604;"2017-01-03";"8";"Virement";"743.68"
605;"2017-01-03";"64";"Facture carte";"-126.53"
606;"2017-01-03";"58";"Virement";"1003.34"
607;"2017-01-03";"122";"Virement";"281.13"
608;"2017-01-03";"75";"Prélévement automatique";"-75.01"
609;"2017-01-03";"137";"Facture carte";"-184.22"
610;"2017-01-03";"112";"Virement";"338.56"
611;"2017-01-03";"23";"Prélévement automatique";"-46.93"
612;"2017-01-03";"166";"Encaissement chèque 051927";"-158.37"
613;"2017-01-03";"80";"Encaissement chèque 707509";"-323.06"
614;"2017-01-03";"94";"Virement";"620.01"
615;"2017-01-03";"183";"Virement";"-33.89"
616;"2017-01-03";"107";"Encaissement chèque 684521";"375.88"
617;"2017-01-03";"56";"Facture carte";"-99.3"
618;"2017-01-03";"58";"Prélévement automatique";"-154.63"
619;"2017-01-03";"36";"Facture carte";"-58.08"
620;"2017-01-03";"12";"Virement";"1545.78"
621;"2017-01-03";"94";"Prélévement automatique";"-52.56"
622;"2017-01-03";"101";"Facture carte";"-39.76"
623;"2017-01-03";"193";"Virement";"254.46"
624;"2017-01-03";"153";"Encaissement chèque 638587";"41.4"
625;"2017-01-03";"103";"Encaissement chèque 264851";"-122.71"
626;"2017-01-03";"112";"Virement";"138.6"
627;"2017-01-03";"137";"Virement";"1076.47"
628;"2017-01-03";"134";"Virement";"369.19"
629;"2017-01-03";"161";"Virement";"206.62"
630;"2017-01-03";"30";"Encaissement chèque 589339";"-224.68"
631;"2017-01-03";"50";"Virement";"998.81"
632;"2017-01-03";"167";"Virement";"1457.94"
633;"2017-01-03";"8";"Virement";"-8.85"
634;"2017-01-03";"58";"Encaissement chèque 725678";"-396.68"
635;"2017-01-03";"19";"Virement";"-26.92"
636;"2017-01-03";"187";"Encaissement chèque 423771";"-181.69"
637;"2017-01-03";"118";"Encaissement chèque 366464";"396.98"
638;"2017-01-03";"112";"Encaissement chèque 660006";"358.36"
639;"2017-01-03";"166";"Encaissement chèque 557250";"330.72"
640;"2017-01-03";"166";"Prélévement automatique";"-145.87"
641;"2017-01-03";"101";"Encaissement chèque 220422";"151.1"
642;"2017-01-03";"94";"Encaissement chèque 667808";"-335.77"
643;"2017-01-03";"112";"Facture carte";"-42.09"
644;"2017-01-03";"164";"Encaissement chèque 783818";"-349.58"
645;"2017-01-03";"84";"Virement";"-122.2"
646;"2017-01-03";"80";"Virement";"1235.86"
647;"2017-01-03";"186";"Prélévement automatique";"-127.52"
648;"2017-01-03";"75";"Prélévement automatique";"-96.53"
649;"2017-01-04";"153";"Virement";"1558.89"
650;"2017-01-04";"1";"Facture carte";"-135.92"
651;"2017-01-04";"41";"Facture carte";"-144.08"
652;"2017-01-04";"134";"Virement";"1240.97"
653;"2017-01-04";"150";"Virement";"80.34"
654;"2017-01-04";"8";"Facture carte";"-20.01"
655;"2017-01-04";"125";"Encaissement chèque 780390";"-359.0"
656;"2017-01-04";"158";"Facture carte";"-132.54"
657;"2017-01-04";"132";"Virement";"797.05"
658;"2017-01-04";"132";"Prélévement automatique";"-93.16"
659;"2017-01-04";"19";"Facture carte";"-196.03"
660;"2017-01-04";"13";"Virement";"1283.29"
661;"2017-01-04";"158";"Prélévement automatique";"-24.55"
662;"2017-01-04";"136";"Encaissement chèque 277735";"-93.37"
663;"2017-01-04";"137";"Virement";"167.47"
664;"2017-01-04";"34";"Virement";"1283.75"
665;"2017-01-04";"122";"Virement";"1228.42"
666;"2017-01-04";"58";"Encaissement chèque 511319";"-6.64"
667;"2017-01-04";"19";"Encaissement chèque 530295";"272.28"
668;"2017-01-04";"48";"Facture carte";"-150.15"
669;"2017-01-04";"91";"Virement";"1100.07"
670;"2017-01-04";"166";"Prélévement automatique";"-86.14"
671;"2017-01-04";"73";"Facture carte";"-34.11"
672;"2017-01-04";"195";"Encaissement chèque 283309";"54.68"
673;"2017-01-04";"193";"Virement";"65.09"
674;"2017-01-04";"87";"Virement";"1146.42"
675;"2017-01-04";"166";"Encaissement chèque 302619";"94.81"
676;"2017-01-04";"1";"Encaissement chèque 115162";"324.74"
677;"2017-01-04";"56";"Encaissement chèque 990085";"-232.36"
678;"2017-01-04";"17";"Prélévement automatique";"-38.76"
679;"2017-01-04";"161";"Encaissement chèque 152435";"54.53"
680;"2017-01-04";"64";"Prélévement automatique";"-62.39"
681;"2017-01-04";"134";"Virement";"1280.26"
682;"2017-01-04";"1";"Encaissement chèque 443609";"-202.14"
683;"2017-01-04";"8";"Prélévement automatique";"-164.74"
684;"2017-01-04";"41";"Virement";"915.42"
685;"2017-01-04";"2";"Virement";"30.29"
686;"2017-01-04";"101";"Facture carte";"-14.17"
687;"2017-01-04";"23";"Facture carte";"-16.61"
688;"2017-01-04";"75";"Virement";"585.01"
689;"2017-01-04";"94";"Facture carte";"-144.48"
690;"2017-01-04";"25";"Encaissement chèque 018825";"19.96"
691;"2017-01-04";"161";"Virement";"951.33"
692;"2017-01-04";"42";"Encaissement chèque 845857";"-1.86"
693;"2017-01-04";"1";"Prélévement automatique";"-129.52"
694;"2017-01-04";"171";"Encaissement chèque 686864";"-313.4"
695;"2017-01-04";"195";"Virement";"1065.4"
696;"2017-01-04";"183";"Facture carte";"-143.31"
697;"2017-01-04";"132";"Encaissement chèque 252539";"-86.54"
698;"2017-01-04";"140";"Intérets reversés au capital";"693.82"
699;"2017-01-04";"80";"Facture carte";"-63.79"
700;"2017-01-04";"125";"Virement";"1266.33"
701;"2017-01-04";"33";"Virement";"571.98"
702;"2017-01-04";"104";"Encaissement chèque 863461";"397.3"
703;"2017-01-04";"80";"Encaissement chèque 755761";"194.43"
704;"2017-01-04";"167";"Facture carte";"-98.55"
705;"2017-01-04";"42";"Encaissement chèque 731672";"170.32"
706;"2017-01-04";"167";"Encaissement chèque 776943";"387.67"
707;"2017-01-04";"2";"Prélévement automatique";"-187.9"
708;"2017-01-04";"11";"Virement";"-6.74"
709;"2017-01-04";"150";"Virement";"1109.79"
710;"2017-01-04";"183";"Encaissement chèque 506957";"356.15"
711;"2017-01-04";"34";"Virement";"1484.36"
712;"2017-01-04";"146";"Encaissement chèque 206906";"529.98"
713;"2017-01-04";"58";"Encaissement chèque 160118";"230.24"
714;"2017-01-04";"36";"Prélévement automatique";"-30.48"
715;"2017-01-04";"175";"Encaissement chèque 859257";"210.74"
716;"2017-01-04";"125";"Encaissement chèque 654290";"311.91"
717;"2017-01-04";"104";"Prélévement automatique";"-52.55"
718;"2017-01-04";"171";"Encaissement chèque 005918";"76.58"
719;"2017-01-04";"108";"Versement forfaitaire";"297.14"
720;"2017-01-04";"44";"Facture carte";"-5.46"
721;"2017-01-04";"109";"Prélévement automatique";"-46.39"
722;"2017-01-04";"50";"Prélévement automatique";"-163.19"
723;"2017-01-04";"134";"Prélévement automatique";"-86.83"
724;"2017-01-04";"42";"Virement";"602.5"
725;"2017-01-04";"138";"Facture carte";"-120.67"
726;"2017-01-04";"118";"Encaissement chèque 804684";"-332.46"
727;"2017-01-04";"11";"Facture carte";"-53.32"
728;"2017-01-04";"158";"Prélévement automatique";"-95.57"
729;"2017-01-04";"34";"Prélévement automatique";"-127.63"
730;"2017-01-04";"195";"Virement";"367.67"
731;"2017-01-04";"166";"Encaissement chèque 888092";"-57.59"
732;"2017-01-04";"168";"Virement";"449.79"
733;"2017-01-04";"132";"Encaissement chèque 528059";"61.55"
734;"2017-01-04";"34";"Prélévement automatique";"-72.72"
735;"2017-01-04";"193";"Virement";"-62.69"
736;"2017-01-04";"133";"Virement";"-133.5"
737;"2017-01-04";"88";"Encaissement chèque 352383";"209.45"
738;"2017-01-04";"193";"Facture carte";"-30.19"
739;"2017-01-04";"1";"Facture carte";"-192.28"
740;"2017-01-04";"103";"Virement";"1374.53"
741;"2017-01-04";"30";"Encaissement chèque 028323";"113.35"
742;"2017-01-04";"41";"Facture carte";"-44.15"
743;"2017-01-04";"153";"Facture carte";"-87.71"
744;"2017-01-04";"1";"Prélévement automatique";"-95.09"
745;"2017-01-04";"122";"Prélévement automatique";"-166.0"
746;"2017-01-04";"122";"Facture carte";"-151.3"
747;"2017-01-04";"166";"Encaissement chèque 193226";"-135.4"
748;"2017-01-04";"186";"Encaissement chèque 501156";"319.1"
749;"2017-01-04";"64";"Prélévement automatique";"-48.49"
750;"2017-01-04";"3";"Encaissement chèque 555094";"377.38"
751;"2017-01-04";"167";"Encaissement chèque 290991";"232.69"
752;"2017-01-04";"25";"Virement";"1025.12"
753;"2017-01-04";"17";"Facture carte";"-27.84"
754;"2017-01-04";"134";"Virement";"1053.67"
755;"2017-01-04";"131";"Encaissement chèque 600283";"199.64"
756;"2017-01-04";"42";"Virement";"-108.68"
757;"2017-01-04";"12";"Prélévement automatique";"-123.39"
758;"2017-01-04";"168";"Prélévement automatique";"-52.93"
759;"2017-01-04";"109";"Virement";"-70.79"
760;"2017-01-04";"150";"Facture carte";"-92.2"
761;"2017-01-04";"2";"Prélévement automatique";"-156.84"
762;"2017-01-04";"172";"Encaissement chèque 165664";"-47.63"
763;"2017-01-04";"41";"Facture carte";"-179.37"
764;"2017-01-04";"193";"Prélévement automatique";"-108.36"
765;"2017-01-04";"91";"Encaissement chèque 499766";"195.24"
766;"2017-01-04";"168";"Encaissement chèque 693709";"-133.1"
767;"2017-01-04";"161";"Virement";"139.94"
768;"2017-01-04";"186";"Prélévement automatique";"-100.08"
769;"2017-01-04";"136";"Virement";"885.91"
770;"2017-01-04";"41";"Prélévement automatique";"-126.64"
771;"2017-01-04";"131";"Prélévement automatique";"-186.23"
772;"2017-01-04";"17";"Virement";"1207.55"
773;"2017-01-04";"134";"Facture carte";"-51.41"
774;"2017-01-04";"91";"Prélévement automatique";"-84.26"
775;"2017-01-04";"48";"Facture carte";"-90.6"
776;"2017-01-04";"42";"Encaissement chèque 316817";"-237.75"
777;"2017-01-04";"109";"Prélévement automatique";"-120.81"
778;"2017-01-04";"171";"Virement";"58.53"
779;"2017-01-04";"75";"Facture carte";"-126.13"
780;"2017-01-04";"131";"Encaissement chèque 515290";"376.9"
781;"2017-01-04";"111";"Encaissement chèque 459017";"211.15"
782;"2017-01-04";"41";"Virement";"-94.25"
783;"2017-01-04";"158";"Facture carte";"-44.15"
784;"2017-01-04";"134";"Encaissement chèque 829014";"205.83"
785;"2017-01-04";"109";"Facture carte";"-141.88"
786;"2017-01-04";"109";"Encaissement chèque 284433";"108.33"
787;"2017-01-04";"172";"Virement";"155.02"
788;"2017-01-04";"2";"Virement";"753.99"
789;"2017-01-04";"168";"Virement";"-247.27"
790;"2017-01-04";"73";"Encaissement chèque 176588";"208.77"
791;"2017-01-04";"57";"Encaissement chèque 154385";"290.55"
792;"2017-01-04";"25";"Virement";"1087.52"
793;"2017-01-04";"125";"Virement";"730.03"
794;"2017-01-04";"111";"Facture carte";"-162.22"
795;"2017-01-04";"3";"Facture carte";"-174.62"
796;"2017-01-04";"161";"Prélévement automatique";"-57.82"
797;"2017-01-04";"134";"Encaissement chèque 134578";"-282.68"
798;"2017-01-04";"50";"Facture carte";"-61.98"
799;"2017-01-04";"179";"Prélévement automatique";"-124.65"
800;"2017-01-04";"101";"Prélévement automatique";"-33.54"
801;"2017-01-04";"48";"Facture carte";"-94.55"
802;"2017-01-04";"167";"Encaissement chèque 923664";"-188.22"
803;"2017-01-04";"136";"Encaissement chèque 554207";"357.45"
804;"2017-01-04";"131";"Encaissement chèque 288405";"-139.24"
805;"2017-01-04";"103";"Prélévement automatique";"-132.59"
806;"2017-01-04";"19";"Virement";"155.92"
807;"2017-01-04";"167";"Prélévement automatique";"-46.79"
808;"2017-01-04";"125";"Virement";"388.11"
809;"2017-01-04";"58";"Virement";"719.9"
810;"2017-01-04";"111";"Encaissement chèque 268685";"-303.77"
811;"2017-01-04";"91";"Facture carte";"-87.57"
812;"2017-01-04";"30";"Encaissement chèque 655944";"-306.83"
813;"2017-01-04";"12";"Facture carte";"-171.68"
814;"2017-01-04";"125";"Prélévement automatique";"-75.52"
815;"2017-01-04";"88";"Encaissement chèque 952952";"303.46"
816;"2017-01-04";"42";"Prélévement automatique";"-163.68"
817;"2017-01-04";"40";"Versement forfaitaire";"258.92"
818;"2017-01-04";"179";"Facture carte";"-128.02"
819;"2017-01-04";"143";"Prélévement automatique";"-121.08"
820;"2017-01-04";"44";"Facture carte";"-174.84"
821;"2017-01-04";"91";"Encaissement chèque 854285";"185.32"
822;"2017-01-04";"91";"Facture carte";"-54.85"
823;"2017-01-04";"131";"Prélévement automatique";"-121.69"
824;"2017-01-04";"47";"Virement";"-250.92"
825;"2017-01-04";"2";"Virement";"831.15"
826;"2017-01-04";"19";"Virement";"421.91"
827;"2017-01-04";"9";"Intérets reversés au capital";"3412.5"
828;"2017-01-04";"136";"Encaissement chèque 291197";"94.95"
829;"2017-01-04";"25";"Encaissement chèque 919900";"171.96"
830;"2017-01-04";"94";"Facture carte";"-84.56"
831;"2017-01-04";"91";"Virement";"666.8"
832;"2017-01-04";"87";"Facture carte";"-172.78"
833;"2017-01-04";"13";"Prélévement automatique";"-182.73"
834;"2017-01-04";"193";"Virement";"-181.51"
835;"2017-01-04";"136";"Facture carte";"-41.94"
836;"2017-01-04";"161";"Facture carte";"-148.9"
837;"2017-01-04";"50";"Prélévement automatique";"-161.29"
838;"2017-01-04";"125";"Virement";"978.35"
839;"2017-01-04";"57";"Prélévement automatique";"-97.09"
840;"2017-01-04";"89";"Encaissement chèque 140358";"398.9"
